"id","name","title","gender","birth_date","death_date","min_offset_to_royal","min_dist_to_royal","x","y"
"I1409","Lennart Gustaf Nicholas","Count of Wisborg","M",1909,,"5.5","5",-39.7145199579306,649.462609987848
"I1410","Joan ","Countess of Kent","F",1328,1385,"6","19",47.4052465993962,1446.57826261358
"I1411","Edward ","","M",1365,1372,"6","20",59.2679478954499,1424.75247839106
"I1412","Richard II ","King of England","M",1367,1400,"6","20",17.2338401836937,1422.07186034104
"I1413","Anne of Bohemia","","F",1366,1394,"6","21",114.221387657902,1422.87674208774
"I1414","Isabella of France","","F",1387,1409,"6","19",-86.1833337632577,1405.49450750848
"I1415","Enguerrand VII de Courcy","Earl of Bedford","M",1336,1396,"6","22",238.894221429587,1444.88611024484
"I1416","Constanza (Constance)","Queen of Castile","F",1334,1394,"6","20",127.178069371527,1438.91124176832
"I1417","John 2d (Hastings)","Earl of Pembroke","M",1315,1375,"6","22",120.665679246422,1448.18459209254
"I1418","Elizabeth de Burgh","Lady","F",1303,1363,"6","21",138.320065371931,1461.52109970958
"I1419","Charles Frederick of Holstein-","Duke","M",1700,1739,"7.5","8",265.50080800413,1139.2311562949
"I1420","Marie-Therese of Spain","","F",1638,1683,"8","11",186.286925184996,1211.5452684029
"I1421","Francoise d'Aubigne","","F",1635,1719,"8","12",207.913638681561,1215.04836368984
"I1422","Louis XV ","King of France","M",1710,1774,"8","12",337.562790990085,1129.23567359074
"I1423","Maria of Poland (Leczinska)","","F",1703,1768,"8","13",387.976752583088,1139.96986416304
"I1424","Louis XVI ","King of France","M",1754,1793,"8","14",344.5390486799,1081.26572506566
"I1425","Marie Antoinette of Austria","","F",1755,1793,"8","15",312.865109320645,1073.24737582727
"I1426","Henry  (Brandon)","Earl of Lincoln","M",1516,1534,"6","17",203.29622204745,1308.14382877445
"I1427","Frances  (Brandon)","","F",1517,1559,"6","17",118.45532552299,1303.33824632957
"I1428","Eleanor  (Brandon)","","F",1487,1547,"6","17",209.936010279347,1329.621963157
"I1429","Madeleine of France","","F",1477,1537,"6","14",55.8203060468517,1331.80047548695
"I1430","Henry  (Grey)","Duke of Suffolk","M",1494,1554,"6","18",82.9137086848348,1324.6036020167
"I1431","Margaret  (Douglas)","Lady","F",1515,1578,"6","13",169.597828674039,1305.17962259101
"I1432","Matthew  (Stuart)","Earl Lennox 4th","M",1516,1571,"6","13",131.963246222155,1304.55213730474
"I1433","Charles  (Stuart)","Earl Lennox 6th","M",1516,1576,"6","14",193.203695025981,1304.15652871422
"I1434","Elizabeth  (Cavendish)","","F",1521,1581,"6","15",245.72140594936,1304.03629838274
"I1435","Arabella  (Stuart)","","F",1555,1615,"6","15",214.553887127607,1278.0000564288
"I1436","William  (Seymour)","Duke Sommerset","M",1600,1660,"6","16",182.118630966037,1246.48240328483
"I1437","Thomas  (Beaufort)","Duke of Exeter","M",1370,,"6","20",-16.1162844044747,1420.30956736995
"I1438","Franz Josef of Austria","Emperor","M",1830,1916,"1","5",-471.741995841464,934.997166748468
"I1439","Rudolf of Austria","Crown Prince","M",1858,1889,"1","6",-465.120363856983,873.50967897641
"I1440","Sophie ","","F",1855,1857,"1","6",-464.057224002535,886.287092462615
"I1441","Gisela ","Archduchess","F",1856,1932,"1","6",-482.183377596627,882.077745837663
"I1442"," ","duc d' Alencon","M",1847,,"2.5","7",-317.632975433226,903.059009228954
"I1443","Joan  (Holland)","","F",1374,1434,"6","20",214.465394870933,1415.82379156695
"I1444","Maud  (Clifford)","","F",1355,,"6","19",283.260857661688,1428.62825732668
"I1445","Anne  (Stafford)","","F",1365,,"6","21",-125.623275065568,1426.57282401452
"I1446","Catherine  (Woodville)","","F",1435,,"6","19",-45.9190072843137,1375.95786094296
"I1447","Robert I  (Bruce)","King of Scotland","M",1274,1329,"6","21",194.689386981518,1490.42285133589
"I1448","Isobel of Mar","","F",1274,,"6","21",103.21326341471,1489.07688730371
"I1449","Margery  (Bruce)","","F",1256,1316,"6","20",56.7542638320226,1495.22374793264
"I1450","Elizabeth de Burgh","","F",1267,1327,"6","22",214.651561345343,1485.37502115837
"I1451","David II  (Bruce)","King of Scotland","M",1329,1371,"6","22",234.265357501843,1453.71167395887
"I1453","Margaret  (Drummond)","","F",1315,1375,"6","23",292.708940496639,1458.10815872582
"I1454","Walter  (Stewart)","","M",1292,1326,"6","20",-23.9915315385614,1473.67348895674
"I1455","Robert II ","King of Scotland","M",1316,1390,"6","19",-12.8133853449717,1450.53513505383
"I1456","Elizabeth of Rowallan (Mure)","","F",1316,,"6","19",-37.0714221073321,1452.91009307177
"I1457","Robert III ","King of Scotland","M",1341,,"6","18",34.212590234723,1436.78116237825
"I1458","Walter ","","M",1341,,"6","20",-59.8219789760269,1441.66781974096
"I1459","Robert ","Earl of Fife","M",1341,,"6","20",-69.47591748635,1439.30998261807
"I1460","Alexander ","","M",1341,,"6","20",-9.10589788241579,1438.36817931415
"I1461","Annabella ","","F",1341,1401,"6","18",110.281747372553,1440.7459542144
"I1462","David of Rothesay","Duke","M",1366,,"6","19",74.6840226653773,1421.46751770358
"I1463","James I ","King of Scotland","M",1394,1437,"6","17",39.9109934641093,1396.48166306276
"I1464","Euphemia of Ross","","F",1316,,"6","20",69.5595910684968,1456.97026635564
"I1465","Joan  (Beaufort)","","F",1385,1445,"6","17",69.3286856934498,1403.41777749573
"I1466","James II ","King of Scotland","M",1430,1460,"6","16",15.9878192340314,1376.58604628361
"I1467","Marie of Gueldres","","F",1403,1463,"6","16",-5.55285890649258,1384.16899041693
"I1468","John ","King of Denmark","M",1455,1513,"6","16",251.823404627851,1354.41894843158
"I1469","Margaret of Denmark","","F",1457,1486,"6","15",178.090590585419,1357.44878638859
"I1470","Alexander ","Duke of Albany","M",1454,1485,"6","17",-36.8333991718653,1360.47671582724
"I1471","John ","Earl of Mar","M",1442,,"6","17",-43.4270925420991,1365.39805059863
"I1472","Mary ","","F",1479,,"6","16",43.1289609307106,1338.74836879659
"I1473","Thomas  (Boyd)","Earl of Arran","M",1479,,"6","17",-4.1471841115668,1338.9358179438
"I1474","James  (Hamilton)","Lord 1st","M",1479,,"6","16",103.450616625383,1341.24343771183
"I1475","Elizabeth ","","F",1504,,"6","15",51.8361256937087,1311.64979102299
"I1476","James  (Hamilton)","Earl of Arran I","M",1477,1529,"6","17",82.1996167412595,1340.09276340697
"I1477","Matthew  (Stewart)","Earl Lennox II","M",1504,,"6","15",101.168128743835,1311.80601840736
"I1478","John  (Stewart)","Earl Lennox III","M",1491,,"6","14",62.7475382535446,1326.65124115658
"I1479","Unknown ","","F",1491,,"6","14",54.3920081521801,1321.62906318794
"I1480","John  (Stuart)","Lord d'Aubigny V","M",1498,,"6","15",64.4059630005967,1316.56563200433
"I1481","Unknown ","","F",1498,,"6","16",93.3793785554876,1318.74187744346
"I1482","Esme  (Stuart)","Duke Lennox I","M",1523,1583,"6","16",51.5498713245088,1298.69597226073
"I1483","Catherine  (Sinclair)","","F",1454,,"6","18",-71.9420212137785,1364.18402222838
"I1484","John ","Duke of Albany","M",1484,1536,"6","18",-54.1578789215447,1343.71255143756
"I1485","Unknown ","","F",1341,,"6","21",-40.5241382218564,1436.04993899378
"I1486","Murdoch ","Duke of Albany","M",1366,,"6","21",-97.8035600859246,1425.14258574546
"I1487","James  (Stewart)","Sir","M",1385,,"6","18",123.706315651183,1411.12912734828
"I1488","John  (Stewart)","Earl of Atholl","M",1410,,"6","18",96.021579998704,1387.77354096189
"I1489","James  (Stewart)","Earl of Buchan","M",1410,,"6","18",119.745105836526,1380.43947157688
"I1490","Andrew  (Stewart)","Bishop of Moray","M",1410,,"6","18",121.351518799452,1387.37017199301
"I1491","Janet  (Beaton)","","F",1462,1522,"6","18",93.156369026292,1353.8956235306
"I1492","James  (Hamilton)","Earl of Arran II","M",1515,1575,"6","18",71.3962212223136,1305.31142743545
"I1493","Margaret  (Douglas)","","F",1515,,"6","19",49.1568430494952,1306.07674741791
"I1494","James  (Hamilton)","3d Earl of Arran","M",1549,1609,"6","19",37.2023720536129,1282.10657207157
"I1495","Blanche of Artois","","F",1242,1302,"6","23",178.680246358356,1502.89707843921
"I1496","Thomas ","Earl Lancaster","M",1268,,"6","24",223.269335359528,1484.69573613915
"I1497","Henry ","Earl Lancaster","M",1276,,"6","22",183.2330749983,1483.30602464457
"I1498","Maud  (Chaworth)","","F",1276,,"6","22",153.606584755132,1478.82528497715
"I1499","Henry ","Duke Lancaster I","M",1301,1361,"6","21",107.59205135107,1459.28052295555
"I1500","Isabel  (de Beaumont)","","F",1301,,"6","21",59.7145550081343,1460.92301299862
"I1501","Philippa of Lancaster","","F",1360,1415,"6","20",92.8051064681313,1426.60144485969
"I1502","Elizabeth ","","F",1364,1426,"6","20",-4.1620871097032,1424.83688993591
"I1503","John I ","King of Portugal","M",1357,1433,"6","21",177.375754964496,1430.68684824056
"I1504","Alice (Itayls) (Hayles)","","F",1266,1326,"6","23",-66.5597387804287,1485.20324137968
"I1505","Margaret of Liddell (Wake)","Baroness","F",1289,1349,"6","20",76.0302981716374,1470.10739683488
"I1506","Constance of Brittany","Duchess","F",1141,1201,"6","26",52.9991262258855,1555.46573006842
"I1507","Arthur ","","M",1187,1203,"6","26",40.4545960604111,1531.87554559053
"I1508","Berengaria of Navarre","","F",1163,1230,"6","26",249.274999295241,1542.54199560091
"I1509","Henry the Lion","Duke of Saxony","M",1135,1195,"6","26",-5.22093553484025,1559.61252696726
"I1510","Margaret of France","","F",1138,1198,"6","25",128.618372483248,1557.14077699677
"I1511","Malcolm III Canmore","King of Scotland","M",1033,1093,"6","27",95.2725046426568,1618.23642471417
"I1512","St Margaret ","","F",1033,1093,"6","27",70.93088605144,1621.07179328803
"I1513","Edgar ","King of Scotland","M",1074,1107,"6","28",112.306842792832,1595.33468506363
"I1514","Alexander I the Fierce","King of Scotland","M",1078,1124,"6","28",61.8699026695351,1591.96734215207
"I1515","David I the Saint","King of Scotland","M",1080,1153,"6","27",40.4220041102523,1588.0584212458
"I1516","Mary of Scotland","","F",1078,,"6","28",105.154954510376,1591.11304751923
"I1517","Stephen Henry","Count of Blois","M",1042,1102,"6","29",1.29128299534049,1619.53263531518
"I1518","Theobald ","Count of Blois","M",1091,1151,"6","29",18.2595097275398,1582.14744679798
"I1519","Henry of Winchester","Bishop","M",1077,,"6","29",-53.7969990814021,1596.86201456985
"I1520","Alfonso VIII ","King of Castile","M",1155,1214,"6","25",-45.3883579926416,1550.18759350241
"I1521","Matthew of Alsace","Count Boulogne","M",1136,,"6","31",200.20989675597,1552.23897130647
"I1522","Eustace III of Boulogne","Count","M",1078,,"6","29",97.9828723802891,1598.77233732779
"I1523","Isabel de Warrenne","","F",1134,,"6","31",49.3752764502006,1560.59766257925
"I1524","Constance of Toulouse","","F",1130,,"6","31",222.928698147211,1558.80663498161
"I1534","Edward the Confessor","King of England","M",1002,1066,"6","31",-78.530166895364,1631.81606268579
"I1535","Edith (Eadgyth)","","F",1015,1075,"6","32",-49.689160260948,1630.20046610778
"I1538","Harold II ","","M",1022,1066,"6","33",45.002595102247,1631.04736011062
"I1539","Edith Swan-neck (Ealdgyth)","","F",1022,,"6","32",19.6739427085735,1633.19375423974
"I1540","Gytha ","","F",1065,,"6","33",78.3320220197871,1607.31475911022
"I1541","Vladimir of Kiev (Monomakh)","Grand Duke","M",1065,1125,"6","34",52.1544970491841,1606.62600839917
"I1545","Edward  (Athling)","","M",1016,1057,"6","28",105.150978629948,1628.91197404811
"I1546","Agatha ","","F",1016,,"6","28",64.0238526975751,1637.92134627592
"I1547","Edgar  (Athling)","","M",1041,,"6","29",57.0166839492526,1620.09943740773
"I1550","Harold I Harefoot","","M",1015,1040,"6","33",243.742544687468,1623.55879439522
"I1552","Hardicanute ","King of Denmark","M",1018,1042,"6","32",-2.55759128918183,1636.59081804641
"I1554","Odo of Bayeux","Bishop","M",1037,1097,"6","29",-157.270854492208,1611.97151241802
"I1555","Robert ","Count of Mortain","M",1000,,"6","29",233.109931630241,1631.87438560725
"I1556","Alan IV of Brittany (Fergant)","Count","M",1066,,"6","29",-124.952789502316,1598.30784752556
"I1557","William II the Good","King of Sicily","M",1166,1189,"6","26",236.068047977219,1540.07976321938
"I1558","Raymond VI of Toulouse","Count","M",1165,,"6","26",219.352568856415,1535.71552066981
"I1559","Nicholas  (Koulikovsky)","Colonel","M",1881,1958,"5","7",-140.210626135937,780.536356112345
"I1560","Tikhon  (Koulikovsky)","","M",1917,,"5","7",-136.685119946946,660.33696038929
"I1561","Goury  (Koulikovsky)","","M",1919,,"5","7",-112.270439178957,656.41274578093
"I1562","Andrew ","","M",1897,,"5","7",-111.554832856189,739.25421470509
"I1563","Theodore ","","M",1898,,"5","7",-89.4687937522602,737.05581299484
"I1564","Nikita ","","M",1900,,"5","7",-73.0063222121503,730.528795885574
"I1565","Dimitri ","","M",1901,,"5","7",-82.0930917750899,728.378477569949
"I1566","Rostislav ","","M",1902,,"5","7",-95.2365586142983,723.292372705208
"I1567","Vassily ","","M",1907,,"5","7",-89.3376380784874,704.273250159565
"I1568","Alexander Alexandrovich (Romanov)","","M",1869,1870,"5","6",-106.880668084171,840.548857685623
"I1569","Catherine  (Yourievska)","Princess","F",1847,1922,"6","7",11.7916276158751,895.280522084311
"I1570","George  (Romanov)","","M",1872,1913,"6","7",46.0077520442194,831.118004986961
"I1571","Olga  (Romanov)","","F",1874,1925,"6","7",-8.7925059842941,826.43832876676
"I1572","Catherine  (Romanov)","","F",1878,1959,"6","7",8.2202662801525,808.760147572221
"I1573","Alexandra  (Zarnekau)","Countess","F",1883,,"6","8",88.9915921351008,781.702934953603
"I1574","Alexander Alexandrovich (Romanov)","","M",1900,,"6","8",94.8188450167986,728.971664246224
"I1575","  (von Merenberg)","Count","M",1871,1948,"6","8",-34.3115569562459,819.239291167016
"I1576","George ","","M",1897,,"6","8",-21.2303405990974,734.758661364478
"I1577","Olga ","","F",1898,,"6","8",-36.9531204147717,733.461768245022
"I1578","Alexander V. (Bariatinsky)","Prince","M",1870,1910,"6","8",43.6742146557142,815.274182232914
"I1579","Andrei  (Bariatinsky)","","M",1902,1931,"6","8",9.1822872525887,721.379775801034
"I1580","Alexander  (Bariatinsky)","","M",1905,,"6","8",8.01468594043776,706.023537776145
"I1581","Serge  (Obelensky)","Prince","M",1890,,"6","8",-13.3305761014992,759.762619800622
"I1582","Sanchia of Provence","","F",1225,1261,"6","25",-129.838091979948,1506.01111329228
"I1583","Beatrix of Falkenburg","","F",1253,1277,"6","25",-11.0743119010188,1494.75167606776
"I1584","Frederick II of Germany","Emperor","M",1214,,"6","25",165.196409308876,1515.82189807387
"I1585","Alexander III ","King of Scotland","M",1241,1286,"6","24",-127.26169407923,1494.56095260181
"I1586","John of Dreux","Earl of Richmond","M",1242,,"6","24",237.665764600156,1500.23847885972
"I1587","Aveline de Forz","","F",1214,1274,"6","24",236.313685763772,1514.68385260253
"I1588","Gilbert De Clare","Earl Gloucester","M",1235,1295,"6","23",-56.3040885589688,1497.16468447441
"I1589","Ralph de Monthermer","Baron","M",1245,1305,"6","23",50.2664651518849,1503.66299417408
"I1590","John II ","Duke of Brabant","M",1275,,"6","23",-81.0288495167095,1475.50996418141
"I1591","John I ","Count of Holland","M",1282,,"6","23",171.820159994916,1486.64692154668
"I1592","Humphrey De Bohun","Earl of Hereford","M",1282,,"6","23",163.457507293904,1482.94720053231
"I1593","Mary de Ros","","F",1300,,"6","23",-116.867282026947,1463.84144303742
"I1594","John V  (de Montfort)","Duke of Brittany","M",1339,1399,"6","21",56.5544500090993,1439.10340228342
"I1595","Margaret  (Holland)","","F",1379,1439,"6","18",48.7692161467021,1410.12674397839
"I1596","Anne of Burgundy","","F",1372,1432,"6","19",-65.9579327145137,1416.0499772667
"I1597","Jacqueline of Holland","Countess","F",1390,,"6","21",107.347833805713,1400.71747368421
"I1598","Eleanor de Cobham","","F",1392,1452,"6","21",-45.194355412836,1402.137022585
"I1599","Ludwig III ","Elector Palatine","M",1392,,"6","21",226.162016607416,1402.95270664335
"I1600","Eric X of Pomerania","King of Denmark","M",1394,,"6","21",221.91582956721,1397.48832177904
"I1601","Joan of Navarre","","F",1370,1437,"6","20",23.2084075270444,1417.02878922254
"I1602","William  (Bourchier)","Count","M",1360,1420,"6","21",122.366767264048,1425.41906265409
"I1603","Anne of Gloucester","","F",1360,,"6","21",66.5757890451071,1427.1372050062
"I1604","Frederick II of Hesse-Cassel","Landgrave","M",1720,1785,"6","6",90.0967092542042,1119.37639658777
"I1605","Elizabeth Christine","","F",1715,1797,"6.4","11",205.880659751312,1125.85240250736
"I1606","Ferdinand Albert II of Brunswick","","M",1680,1735,"6.4","12",196.073191371755,1167.75424699629
"I1607","Margaret Alice (Bridgeman)","Lady","F",1876,,"6","5",184.964894626616,792.295347784886
"I1608","William  (d'Aubigny)","Earl of Arundel","M",1116,1176,"6","28",-133.384067304763,1568.94890961102
"I1609","Henri  (de Laborde)","","M",1934,,"4","1",-217.990444161139,548.544191296127
"I1610","Frederick ","Prince of Denmark","M",1968,,"4","1",-204.40644756162,405.722766021178
"I1611","Joachim ","Prince","M",1969,,"4","1",-211.062691067658,425.121881619162
"I1612","Silvia Renate (Sommerlath)","","F",1943,,"7","1",194.96395519065,511.436745045583
"I1613","Oscar I ","King of Sweden","M",1799,1844,"5","4",-191.137013778946,994.118009317207
"I1614","Josephine  (de Beauharnais)","","F",1807,1876,"5","4",-176.675026398873,979.002123018591
"I1615","Charles XIV John","King of Sweden","M",1763,1844,"5","5",-144.96713473418,1062.4900795985
"I1616","Desiree ","","F",1777,1860,"5","5",-171.746782444213,1042.05934036131
"I1617","Frederick VI ","King of Denmark","M",1768,1839,"5","8",-103.149498183834,1056.00059757203
"I1618","Marie ","","F",1767,1852,"5","7",-124.49049290244,1057.52280552467
"I1619","Juliana Maria","","F",1729,1796,"5","7",-166.310406240091,1109.49909167088
"I1620","Christian VI ","King of Denmark","M",1699,1746,"5","8",-172.080212694401,1139.05938015077
"I1621","Sophie Magdalene","","F",1700,1770,"5","8",-186.208566815287,1137.50681383484
"I1622","Frederick IV ","King of Denmark","M",1671,1730,"5","9",-196.149299191695,1174.18976239012
"I1623","Louise ","","F",1667,1721,"5","9",-179.401045263152,1176.24123987148
"I1624","Anna Sophie","","F",1693,1743,"5","10",-197.620543691189,1148.30240019523
"I1625","Christian V ","King of Denmark","M",1646,1699,"5","10",-146.109702613947,1198.60353913276
"I1626","Charlotte Amelia","","F",1650,1714,"5","10",-168.793798883909,1195.52683825866
"I1627","Christian IV ","King of Denmark","M",1577,1648,"5","12",-55.0020476241628,1263.18380365726
"I1628","Anne Catherine","","F",1575,1612,"5","12",-99.6821178502726,1264.83674759933
"I1629","Christine of Schleswig- Holstein","Countess","F",1598,1658,"5","13",-71.8972957424119,1242.25382605487
"I1630","Frederick III ","King of Denmark","M",1609,1670,"5","11",-98.6003427143747,1230.50355841151
"I1631","Sophia Amelia","","F",1628,1685,"5","11",-115.367039650517,1216.13087558602
"I1632","Christian III ","King of Denmark","M",1503,1559,"6","13",57.4518615578705,1313.2533198274
"I1633","Dorothea ","","F",1511,1571,"6","13",5.19922710573478,1311.69999221835
"I1634","Frederick I ","King of Denmark","M",1471,1533,"6","14",196.938514314204,1341.20265647095
"I1635","Anna ","","F",1487,1547,"6","14",123.844159668643,1332.33586641852
"I1636","Sophie ","","F",1498,1568,"6","15",225.994937731493,1322.15220460051
"I1637","Christian ","","M",1745,1747,"5","8",-121.47235709573,1094.39700507019
"I1638","Sophia Magdalena","","F",1746,1813,"5","8",-111.814369322518,1094.82417773896
"I1639","Caroline ","","F",1747,1820,"5","8",-103.615334036396,1096.52108054159
"I1640","Louise ","","F",1750,1831,"5","6",-112.605660337293,1083.14092285198
"I1641","Charles of Hesse-Cassel","","M",1744,1836,"5","6",-94.5022309269189,1086.51852587721
"I1642","Christian ","","M",1791,1791,"5","8",-127.939334734446,1021.01517829503
"I1643","Frederick ","","M",1753,1805,"5","6",-137.789848576387,1078.18665701439
"I1644","Sophia Frederica of Mecklenburg-","","F",1758,1794,"5","6",-161.239405552681,1069.46568917624
"I1645","Christian VIII ","King of Denmark","M",1786,1848,"5","7",-162.012365066439,1024.51312944822
"I1646","Ferdinand ","","M",1792,1863,"5","7",-176.686149967638,1012.69774738781
"I1647","Charlotte ","","F",1784,1840,"5","8",-147.356808021662,1030.23213123333
"I1648","Caroline ","","F",1796,1881,"5","8",-144.572288342491,1003.02374665729
"I1649","Frederick VII ","King of Denmark","M",1808,1863,"5","8",-154.391405846499,978.924308051089
"I1650","Wilhelmine ","","F",1808,1891,"5","8",-119.281003267796,986.530495105484
"I1651","Caroline ","","F",1821,1876,"5","9",-152.677294695671,951.058816569373
"I1652","Louise  (Rasmussen)","Countess","F",1815,1874,"5","9",-115.058145617571,964.849192695794
"I1653","Louise Augusta","","F",1771,1843,"6","8",-72.3478265168415,1050.95452274842
"I1654","Frederick Christian of Schleswig-","Duke","M",1765,1814,"5","9",-140.703871007221,1054.53475734065
"I1655","Marie Louise","","F",1792,1793,"5","8",-116.537730831916,1015.82091564272
"I1656","Caroline ","","F",1793,1881,"5","8",-146.868962624583,1013.89037227253
"I1657","Louise ","","F",1795,1795,"5","8",-101.271215998708,1007.8941576134
"I1658","Christian ","","M",1797,1797,"5","8",-127.518919539711,1005.57953225801
"I1659","Louise Juliane","","F",1802,1802,"5","8",-131.550877660776,994.83711759761
"I1660","Frederica Maria","","F",1805,1805,"5","8",-97.5062986762608,991.679994547703
"I1661","Charles ","Duke","M",1813,1878,"5","9",-178.615292528158,967.962550006356
"I1662","Maximilian of Austria","Archduke","M",1832,1867,"2.5","7",-270.118664402797,940.290242511091
"I1663","Valdemar ","","M",1858,1939,"5","5",-77.62350371113,879.283550389826
"I1664","Harold ","","M",1876,1949,"4.5","4",-202.218161908158,796.041030772959
"I1665","Thyra ","","F",1880,1945,"4.5","4",-194.125195488991,807.282577872589
"I1666","Gustav ","","M",1887,1944,"4.5","4",-195.249797453014,783.734303975841
"I1667","Dagmar ","","F",1890,1961,"4.5","4",-187.632289395562,772.773270865529
"I1668","Jorgen  (Castenskiold)","","M",1893,,"4.5","5",-206.448626855915,741.260749175949
"I1669","Helene of Schleswig- Holstein","","F",1888,1962,"4.5","5",-213.179031058615,750.23446355641
"I1670","Caroline Mathilde","","F",1912,,"4","4",-229.081462319398,668.629458120631
"I1671","Knud ","Her. Prince","M",1900,1976,"4","3",-234.009703522522,711.090152193369
"I1672","Benedikte ","","F",1944,,"4","2",-198.953598094868,542.657871471291
"I1673","Richard of Sayn- Wittgenstein-","Prince","M",1934,,"4","3",-216.447283686126,571.366489397623
"I1674","Elizabeth ","","F",1935,,"4","4",-233.173430237886,583.973673022347
"I1675","Ingolf ","","M",1940,,"4","4",-239.236697095386,562.721486132087
"I1676","Christian ","","M",1942,,"4","4",-244.622465236334,550.466268178205
"I1677","Anne Dorothy Maltoft-Nielsen","","F",1947,,"4","5",-234.08048090052,507.311205011871
"I1678","William ","","M",1840,1879,"9","5",379.484148241636,918.19633639638
"I1679","Maurice ","","M",1843,1850,"9","5",402.858987170289,914.312958216491
"I1680","Alexander ","","M",1851,1884,"9","5",391.066065505879,899.587948321757
"I1681","Charlotte ","","F",1800,1806,"6","7",117.27499711201,998.797791926016
"I1682","Marianne of Netherlands","","F",1810,1883,"6","7",61.3500543386581,990.27441883517
"I1683","William ","","M",1836,1846,"4.5","6",-82.865975777012,932.019497090453
"I1684","Marie ","","F",1841,1910,"4.5","6",-128.931345341558,927.245447533103
"I1685","William of Wied","Prince","M",1845,1907,"4.5","7",-198.581011804831,910.708972816086
"I1686","Carlos Hugo","Prince","M",1930,,"9","4",425.272569211097,588.658549626131
"I1687","Peter  (van Vollenhoven)","","M",1939,,"9","4",418.019370516115,545.13382411508
"I1688","Jorge  (Guillermo)","","M",1946,,"9","4",435.716749179501,508.756284333625
"I1689","Alexander ","","M",1818,1848,"9","6",356.988243846767,968.573467641244
"I1690","Henry ","","M",1820,1879,"9","6",369.308556009133,962.394199031452
"I1691","Ernest ","","M",1822,1822,"9","6",375.959969485034,965.440168448434
"I1692","Sophie ","","F",1824,1897,"9","6",364.515092112551,950.943247168138
"I1693","Charles Alexander of Saxe-Weimar","Grand Duke","M",1818,1901,"9","7",423.091556702608,963.997147297984
"I1694","John Frederick of Brandenburg-","Margrave","M",1658,,"6","8",115.395996092973,1185.26744087061
"I1695","Amalia ","","F",1818,1875,"1","8",-580.314223850811,965.237852575489
"I1696","Leopold I George of Saxe-Coburg","King of Belgium","M",1790,1865,"2.5","5",-275.713915370031,1010.22703719419
"I1697","Leopold ","","M",1833,1834,"2.5","6",-296.453271844246,944.566067307156
"I1698","Leopold II ","King of Belgium","M",1835,1909,"2.5","6",-309.492131865028,930.649513350159
"I1699","Marie Charlotte","","F",1840,1927,"2.5","6",-292.521390154401,929.610788331926
"I1700","Louis Joseph","Dauphin","M",1781,1789,"8","15",359.968341066413,1040.42422157673
"I1701","Louis XVII ","King of France","M",1785,1795,"8","15",321.287376425971,1030.37801612886
"I1702","Sophie Beatrix","","F",1786,1787,"8","15",340.811116666908,1029.24201496149
"I1703","Marie Therese of Angouleme","Duchess","F",1778,1851,"8","15",301.811945138015,1045.01200852835
"I1705","Marie Amelie of Bourbon","Queen of France","F",1782,1866,"2.5","6",-314.613936237575,1031.13184150619
"I1706","Alexander of Mar (Ramsay)","Capt.","M",1919,,"5.5","5",-65.0722672027763,630.508341122691
"I1707","Flora Fraser","Lady","F",1930,,"5.5","6",-72.3805174389285,581.122061570816
"I1708","Dorothy  (Hastings)","","F",1899,,"6","6",125.269246947044,726.296450185989
"I1709"," ","Duke of Beaufort","M",1900,,"6","6",-43.6719109534864,717.225613745826
"I1710","J. E. (Gibbs)","Col.","M",1879,1932,"6","6",107.187874598763,793.656538476079
"I1711","Henry Abel (Smith)","Col. Sir","M",1900,,"6","6",168.88493389345,714.937871332278
"I1712","John  (Spencer)","","M",1960,1960,"6","4",48.8129891506218,469.624954990727
"I1713","Katharine  (Seymour)","Lady","F",1900,,"6","6",67.1870156451225,736.542410186182
"I1714","James ","Duke of Abercorn","M",1904,1979,"6","6",48.1338169775488,712.299373896585
"I1715","Kathleen  (Crichton)","Lady","F",1905,,"6","7",15.8466428769462,686.520262675695
"I1716","Charles Lennox of Richmond","Duke","M",1764,1819,"6","8",179.192607132313,1066.63398652879
"I1717","George Henry Lennox","Lord","M",1745,1805,"6","9",112.340202221649,1091.22719655038
"I1718","Louisa  (Kerr)","Lady","F",1770,1830,"6","9",117.091905975677,1055.79188449415
"I1719","Charles Lennox of Richmond","Duke","M",1701,1750,"6","10",57.456318771051,1144.62232879034
"I1720","Charles Lennox of Richmond","Duke","M",1672,1723,"6","11",67.5039533289533,1175.05275195123
"I1721","Anne of Albemarle","Countess","F",1729,1789,"6","10",111.787075628904,1116.33890918183
"I1722","John  (Russell)","Duke of Bedford","M",1766,1839,"6","8",-21.2413261272738,1052.98784057401
"I1723","Elizabeth of Tavistock","Marchioness","F",1708,1768,"6","9",48.1188468843125,1130.4563704566
"I1724","Caroline of Lothian","Marchioness","F",1718,1778,"6","10",80.5217134868955,1124.22161261267
"I1725","Frederica of Holdernesse","Countess","F",1688,1751,"6","11",28.4604196630392,1157.51885298918
"I1726","of Schomberg ","Duke","M",1659,,"6","12",17.0315567013729,1185.21886985708
"I1727","Charlot ","","F",1659,1696,"6","12",-6.60057853127265,1189.33004494139
"I1728","Richard  (Bingham)","Earl of Lucan","M",1764,1839,"6","8",203.749870066386,1060.74266250646
"I1729","Charles  (Bingham)","Earl of Lucan","M",1735,1799,"6","8",183.023581271827,1101.17856842476
"I1730","Elizabeth  (Poyntz)","","F",1791,1851,"6","7",196.318981836094,1006.92862606775
